date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:10:21	143128/143128	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:00%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/construction-2578410_1280-1024x683.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/construction-2578410_1280-1024x683.jpg	(from https://cefoisa.com/about/)
01:10:22	74195/74195	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:01%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/puente.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/puente.jpg	(from https://cefoisa.com/about/)
01:10:22	13639/13639	---M-Z	200	added ('OK')	application/x-javascript	etag:%223547-65638b71-f2a3e3e300a5d99;gz%22	https://cefoisa.com/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/aos.min.js?ver=2.10.1	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/aos.min3894.js	(from https://cefoisa.com/about/)
01:10:23	30/30	---M--	200	added ('OK')	application/x-javascript	etag:%221e-65638b71-1977ec709c27191a;;;%22	https://cefoisa.com/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-animations.min.js?ver=2.10.1	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-animations.min3894.js	(from https://cefoisa.com/about/)
01:10:24	133929/133929	---M-Z	200	added ('OK')	text/css	etag:%2220b29-65711f4f-6cf5203266a6df00;gz%22	https://cefoisa.com/wp-content/uploads/uag-plugin/assets/1000/uag-css-912-1701912399.css?ver=2.10.1	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/uag-plugin/assets/1000/uag-css-912-17019123993894.css	(from https://cefoisa.com/services/)
01:10:25	18773/18773	---MCZ	200	added ('OK')	application/json	date:Mon,%2011%20Dec%202023%2006:06:04%20GMT	https://cefoisa.com/wp-json/wp/v2/pages/912	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/wp/v2/pages/912.json	(from https://cefoisa.com/services/)
01:10:26	2087/2087	---M-Z	200	added ('OK')	application/json	date:Mon,%2011%20Dec%202023%2006:06:05%20GMT	https://cefoisa.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcefoisa.com%2Fservices%2F	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/oembed/1.0/embedb44c.json	(from https://cefoisa.com/services/)
01:10:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Dec%202023%2006:06:05%20GMT	https://cefoisa.com/?p=912	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/index94f9.html	(from https://cefoisa.com/services/)
01:10:26	2246/2246	---M-Z	200	added ('OK')	text/xml	date:Mon,%2011%20Dec%202023%2006:06:06%20GMT	https://cefoisa.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcefoisa.com%2Fservices%2F&format=xml	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/oembed/1.0/embed4b02	(from https://cefoisa.com/services/)
01:10:29	280787/280787	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:07%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/port-2467837_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/port-2467837_1280.jpg	(from https://cefoisa.com/services/)
01:10:30	528915/528915	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:09%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/pit-4428560_1280-1.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/pit-4428560_1280-1.jpg	(from https://cefoisa.com/services/)
01:10:31	248257/248257	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:10%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/pier-795611_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/pier-795611_1280.jpg	(from https://cefoisa.com/services/)
01:10:32	151852/151852	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:11%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/pexels-kateryna-babaieva-2760243-1.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/pexels-kateryna-babaieva-2760243-1.jpg	(from https://cefoisa.com/services/)
01:10:34	290855/290855	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:13%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/pipeline-1264084_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/pipeline-1264084_1280.jpg	(from https://cefoisa.com/services/)
01:10:36	459430/459430	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:14%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/construction-site-2906337_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/construction-site-2906337_1280.jpg	(from https://cefoisa.com/services/)
01:10:37	502611/502611	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:16%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/construction-site-3688252_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/construction-site-3688252_1280.jpg	(from https://cefoisa.com/services/)
01:10:38	336878/336878	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:17%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/building-1210677_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/building-1210677_1280.jpg	(from https://cefoisa.com/services/)
01:10:40	259508/259508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:19%20GMT	https://cefoisa.com/wp-content/uploads/2023/12/construction-2578410_1280.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/12/construction-2578410_1280.jpg	(from https://cefoisa.com/services/)
01:10:40	12590/12590	---M-Z	200	added ('OK')	text/css	etag:%22312e-6571228f-8455437e39aa2309;gz%22	https://cefoisa.com/wp-content/uploads/uag-plugin/assets/1000/uag-css-910-1701913231.css?ver=2.10.1	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/uag-plugin/assets/1000/uag-css-910-17019132313894.css	(from https://cefoisa.com/projects/)
01:10:41	61431/61431	---MCZ	200	added ('OK')	application/json	date:Mon,%2011%20Dec%202023%2006:06:20%20GMT	https://cefoisa.com/wp-json/wp/v2/pages/910	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/wp/v2/pages/910.json	(from https://cefoisa.com/projects/)
01:10:42	2087/2087	---M-Z	200	added ('OK')	application/json	date:Mon,%2011%20Dec%202023%2006:06:21%20GMT	https://cefoisa.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcefoisa.com%2Fprojects%2F	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/oembed/1.0/embedc1a9.json	(from https://cefoisa.com/projects/)
01:10:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Dec%202023%2006:06:21%20GMT	https://cefoisa.com/?p=910	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/index0865.html	(from https://cefoisa.com/projects/)
01:10:43	2246/2246	---M-Z	200	added ('OK')	text/xml	date:Mon,%2011%20Dec%202023%2006:06:23%20GMT	https://cefoisa.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcefoisa.com%2Fprojects%2F&format=xml	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-json/oembed/1.0/embed04c3	(from https://cefoisa.com/projects/)
01:10:45	136078/136078	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:24%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0058-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0058-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:46	121475/121475	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:25%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0059-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0059-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:47	138302/138302	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:26%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0060-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0060-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:48	141324/141324	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:27%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0061-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0061-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:49	94028/94028	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:28%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0055-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0055-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:50	140474/140474	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:29%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0056-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0056-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:51	96526/96526	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:30%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0057-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0057-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:52	132349/132349	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:31%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0049-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0049-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:54	80307/80307	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:32%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0050-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0050-1024x576.jpg	(from https://cefoisa.com/projects/)
01:10:55	112772/112772	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202023%2006:06:34%20GMT	https://cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0051-1024x576.jpg	C:/Users/FRANK/Escritorio/laboratorio%20Cefoisa/cefoisa.com/wp-content/uploads/2023/11/CV_-BROCHURE-CEFOISA-ACTUALIZADO-2022-1_page-0051-1024x576.jpg	(from https://cefoisa.com/projects/)
